STATE,STATE_LOWER,COUNTY,COUNTY_STATE,METRO_FLAG,POULATION,VIOLENT_CRIME,CRIMES_PER_THOUSAND,MURDER_NON_NEGLIGENT_MANSLAUGHTER,RAPE_REVISED_DEFINITION,RAPE_LEGACTY_DEFINITION,ROBBERY,AGGRAVATED_ASSAULT,PROPERTY_CRIME,BURGLARY,LARCENY_THEFT,MOTOR_VEHICLE_THEFT,ARSON
Tennessee,tennessee,Hardin,Hardin County Tennessee,Nonmetropolitan Counties,"25,756",50,1.9413,0,5,,2,43,284,99,147,38,0
Tennessee,tennessee,Hardeman,Hardeman County Tennessee,Nonmetropolitan Counties,"25,707",72,2.8008,1,8,,7,56,240,116,97,27,7
Missouri,missouri,Texas,Texas County Missouri,Nonmetropolitan Counties,"25,690",25,0.9731,7,0,,0,18,141,61,67,13,0
Louisiana,louisiana,Allen,Allen Parish Louisiana,Nonmetropolitan Counties,"25,683",7,0.2726,0,0,,0,7,72,4,55,13,0
Minnesota,minnesota,Lyon,Lyon County Minnesota,Nonmetropolitan Counties,"25,673",7,0.2727,2,1,,0,4,38,8,25,5,2
Oregon,oregon,Tillamook,Tillamook County Oregon,Nonmetropolitan Counties,"25,653",14,0.5457,1,4,,0,9,251,77,147,27,1
Kansas,kansas,Franklin,Franklin County Kansas,Nonmetropolitan Counties,"25,609",21,0.82,0,1,,0,20,162,56,87,19,8
West Virginia,west virginia,Nicholas,Nicholas County West Virginia,Nonmetropolitan Counties,"25,594",134,5.2356,0,5,,0,129,104,25,76,3,1
Georgia,georgia,Stephens,Stephens County Georgia,Nonmetropolitan Counties,"25,586",26,1.0162,0,,4,0,22,451,139,301,11,
Oklahoma,oklahoma,Jackson,Jackson County Oklahoma,Nonmetropolitan Counties,"25,574",4,0.1564,0,2,,0,2,63,24,30,9,1
Mississippi,mississippi,Marion,Marion County Mississippi,Nonmetropolitan Counties,"25,563",23,0.8997,3,2,,5,13,264,159,95,10,5
Oklahoma,oklahoma,Seminole,Seminole County Oklahoma,Nonmetropolitan Counties,"25,548",13,0.5088,1,3,,0,9,293,103,168,22,2
Georgia,georgia,Hart,Hart County Georgia,Nonmetropolitan Counties,"25,534",53,2.0757,0,,1,1,51,296,81,203,12,
Virginia,virginia,King George,King George County Virginia,Nonmetropolitan Counties,"25,515",23,0.9014,0,4,,3,16,351,62,266,23,2
Indiana,indiana,Posey,Posey County Indiana,Metropolitan Counties,"25,512",71,2.783,2,,0,3,66,157,49,90,18,
Nebraska,nebraska,Cass,Cass County Nebraska,Metropolitan Counties,"25,512",14,0.5488,0,5,,1,8,190,30,143,17,0
Louisiana,louisiana,West Baton Rouge,West Baton Rouge Parish Louisiana,Metropolitan Counties,"25,490",58,2.2754,0,3,,10,45,438,57,370,11,1
Arkansas,arkansas,Cleburne,Cleburne County Arkansas,Nonmetropolitan Counties,"25,467",42,1.6492,0,20,,1,21,300,101,162,37,4
Michigan,michigan,Cheboygan,Cheboygan County Michigan,Nonmetropolitan Counties,"25,427",4,0.1573,0,3,,0,1,72,33,34,5,0
Kentucky,kentucky,Taylor,Taylor County Kentucky,Nonmetropolitan Counties,"25,420",7,0.2754,0,3,,1,3,167,72,84,11,0
Texas,texas,Shelby,Shelby County Texas,Nonmetropolitan Counties,"25,402",53,2.0864,2,8,,2,41,229,89,122,18,3
Missouri,missouri,Adair,Adair County Missouri,Nonmetropolitan Counties,"25,378",9,0.3546,0,2,,0,7,105,43,58,4,2
Texas,texas,Aransas,Aransas County Texas,Metropolitan Counties,"25,350",93,3.6686,1,19,,1,72,290,113,162,15,0
Michigan,michigan,Iosco,Iosco County Michigan,Nonmetropolitan Counties,"25,345",1,0.0395,0,0,,0,1,7,2,5,0,0
Minnesota,minnesota,Brown,Brown County Minnesota,Nonmetropolitan Counties,"25,313",1,0.0395,0,0,,0,1,26,2,20,4,0
North Carolina,north carolina,Currituck,Currituck County North Carolina,Metropolitan Counties,"25,263",37,1.4646,0,,1,3,33,388,100,282,6,4
Vermont,vermont,Lamoille,Lamoille County Vermont,Nonmetropolitan Counties,"25,235",11,0.4359,0,0,,0,11,14,0,14,0,0
Georgia,georgia,Tattnall,Tattnall County Georgia,Nonmetropolitan Counties,"25,229",31,1.2287,0,,1,4,26,211,86,116,9,0
Georgia,georgia,Grady,Grady County Georgia,Nonmetropolitan Counties,"25,205",24,0.9522,0,,1,2,21,192,62,124,6,
Michigan,michigan,Gladwin,Gladwin County Michigan,Nonmetropolitan Counties,"25,164",33,1.3114,1,9,,2,21,172,79,89,4,1
Missouri,missouri,Miller,Miller County Missouri,Nonmetropolitan Counties,"25,113",55,2.1901,0,3,,0,52,200,58,132,10,0
Texas,texas,Fayette,Fayette County Texas,Nonmetropolitan Counties,"25,110",9,0.3584,0,3,,0,6,154,59,86,9,0
Missouri,missouri,Randolph,Randolph County Missouri,Nonmetropolitan Counties,"25,104",11,0.4382,3,2,,1,5,76,25,47,4,1
New York,new york,Yates,Yates County New York,Metropolitan Counties,"25,048",17,0.6787,0,5,,0,12,190,66,122,2,0
South Carolina,south carolina,Abbeville,Abbeville County South Carolina,Nonmetropolitan Counties,"24,932",22,0.8824,2,6,,0,14,286,118,154,14,3
Georgia,georgia,Chattooga,Chattooga County Georgia,Nonmetropolitan Counties,"24,922",33,1.3241,0,,0,1,32,428,108,311,9,0
South Dakota,south dakota,Lawrence,Lawrence County South Dakota,Nonmetropolitan Counties,"24,827",5,0.2014,1,1,,0,3,80,9,70,1,0
Iowa,iowa,Plymouth,Plymouth County Iowa,Metropolitan Counties,"24,800",14,0.5645,0,9,,0,5,36,9,21,6,0
Missouri,missouri,Washington,Washington County Missouri,Nonmetropolitan Counties,"24,788",51,2.0574,1,2,,2,46,308,88,195,25,1
West Virginia,west virginia,Upshur,Upshur County West Virginia,Nonmetropolitan Counties,"24,758",1,0.0404,0,0,,0,1,50,14,32,4,2
Kentucky,kentucky,Grant,Grant County Kentucky,Metropolitan Counties,"24,757",5,0.202,0,0,,2,3,100,29,60,11,0
Virginia,virginia,Lee,Lee County Virginia,Nonmetropolitan Counties,"24,742",21,0.8488,0,10,,1,10,337,22,315,0,0
Florida,florida,Washington,Washington County Florida,Nonmetropolitan Counties,"24,687",32,1.2962,0,3,,1,28,200,73,105,22,0
Alabama,alabama,Clarke,Clarke County Alabama,Nonmetropolitan Counties,"24,675",48,1.9453,3,5,,2,38,63,25,33,5,
Illinois,illinois,Saline,Saline County Illinois,Nonmetropolitan Counties,"24,548",10,0.4074,1,0,,0,9,198,40,135,23,6
Missouri,missouri,Crawford,Crawford County Missouri,Nonmetropolitan Counties,"24,526",26,1.0601,0,1,,0,25,287,126,127,34,0
New Mexico,new mexico,Luna,Luna County New Mexico,Nonmetropolitan Counties,"24,518",56,2.284,0,,1,2,53,180,66,87,27,
Texas,texas,Milam,Milam County Texas,Nonmetropolitan Counties,"24,513",10,0.4079,0,0,,0,10,102,43,52,7,1
Kentucky,kentucky,Lincoln,Lincoln County Kentucky,Nonmetropolitan Counties,"24,463",6,0.2453,0,0,,2,4,58,22,28,8,0
Michigan,michigan,Manistee,Manistee County Michigan,Nonmetropolitan Counties,"24,461",21,0.8585,0,8,,0,13,144,15,124,5,5
Tennessee,tennessee,Hickman,Hickman County Tennessee,Metropolitan Counties,"24,363",81,3.3247,2,8,,1,70,370,110,217,43,1
Georgia,georgia,Fannin,Fannin County Georgia,Nonmetropolitan Counties,"24,303",19,0.7818,0,,0,1,18,202,75,115,12,4
Indiana,indiana,White,White County Indiana,Nonmetropolitan Counties,"24,293",0,0,0,0,,0,0,0,0,0,0,0
Minnesota,minnesota,Todd,Todd County Minnesota,Nonmetropolitan Counties,"24,257",27,1.1131,0,12,,1,14,141,43,90,8,0
Michigan,michigan,Otsego,Otsego County Michigan,Nonmetropolitan Counties,"24,253",10,0.4123,0,6,,0,4,57,20,36,1,0
Kentucky,kentucky,Ohio,Ohio County Kentucky,Nonmetropolitan Counties,"24,216",7,0.2891,0,3,,0,4,93,33,47,13,0
Nevada,nevada,Churchill,Churchill County Nevada,Nonmetropolitan Counties,"24,200",24,0.9917,1,5,,1,17,210,72,115,23,2
Louisiana,louisiana,Sabine,Sabine Parish Louisiana,Nonmetropolitan Counties,"24,186",11,0.4548,2,1,,0,8,216,38,178,0,0
North Carolina,north carolina,Hertford,Hertford County North Carolina,Nonmetropolitan Counties,"24,184",24,0.9924,2,,1,10,11,259,147,99,13,4
Colorado,colorado,Routt,Routt County Colorado,Nonmetropolitan Counties,"24,130",12,0.4973,2,4,,0,6,55,10,43,2,1
Arkansas,arkansas,Columbia,Columbia County Arkansas,Nonmetropolitan Counties,"24,114",23,0.9538,0,0,,2,21,38,16,20,2,1
Arkansas,arkansas,Poinsett,Poinsett County Arkansas,Metropolitan Counties,"24,040",11,0.4576,0,2,,1,8,1,0,1,0,0
Wisconsin,wisconsin,Waushara,Waushara County Wisconsin,Nonmetropolitan Counties,"24,033",16,0.6658,0,,7,1,8,212,64,144,4,0
Michigan,michigan,Roscommon,Roscommon County Michigan,Nonmetropolitan Counties,"23,898",18,0.7532,1,10,,0,7,138,50,82,6,0
Kentucky,kentucky,Rowan,Rowan County Kentucky,Nonmetropolitan Counties,"23,892",5,0.2093,0,1,,0,4,52,15,32,5,2
Nebraska,nebraska,Dawson,Dawson County Nebraska,Nonmetropolitan Counties,"23,886",13,0.5443,0,2,,0,11,66,18,42,6,1
Alabama,alabama,Winston,Winston County Alabama,Nonmetropolitan Counties,"23,877",10,0.4188,0,1,,2,7,54,16,34,4,
Wisconsin,wisconsin,Iowa,Iowa County Wisconsin,Metropolitan Counties,"23,813",31,1.3018,0,2,,0,29,63,29,31,3,2
Oklahoma,oklahoma,Beckham,Beckham County Oklahoma,Nonmetropolitan Counties,"23,768",7,0.2945,1,0,,0,6,105,40,54,11,2
Texas,texas,Panola,Panola County Texas,Nonmetropolitan Counties,"23,766",38,1.5989,2,2,,4,30,296,88,189,19,0
Indiana,indiana,Scott,Scott County Indiana,Metropolitan Counties,"23,744",2,0.0842,0,,1,1,0,179,43,125,11,
Virginia,virginia,Page,Page County Virginia,Nonmetropolitan Counties,"23,726",14,0.5901,0,5,,0,9,104,21,78,5,3
Georgia,georgia,Butts,Butts County Georgia,Metropolitan Counties,"23,593",63,2.6703,0,,4,4,55,338,77,236,25,0
Michigan,michigan,Menominee,Menominee County Michigan,Nonmetropolitan Counties,"23,548",12,0.5096,0,3,,0,9,66,23,40,3,0
Kansas,kansas,Sumner,Sumner County Kansas,Metropolitan Counties,"23,535",18,0.7648,0,4,,1,13,151,51,87,13,1
Idaho,idaho,Cassia,Cassia County Idaho,Nonmetropolitan Counties,"23,506",22,0.9359,0,4,,0,18,305,104,192,9,0
Louisiana,louisiana,Plaquemines,Plaquemines Parish Louisiana,Metropolitan Counties,"23,495",31,1.3194,1,7,,1,22,145,45,90,10,1
Texas,texas,Hockley,Hockley County Texas,Nonmetropolitan Counties,"23,433",17,0.7255,0,0,,0,17,101,39,61,1,0
Colorado,colorado,Teller,Teller County Colorado,Metropolitan Counties,"23,385",18,0.7697,0,5,,1,12,65,17,46,2,0
West Virginia,west virginia,Boone,Boone County West Virginia,Metropolitan Counties,"23,372",12,0.5134,0,2,,1,9,86,40,39,7,1
North Carolina,north carolina,Martin,Martin County North Carolina,Nonmetropolitan Counties,"23,357",40,1.7125,1,,3,4,32,332,163,150,19,4
West Virginia,west virginia,Brooke,Brooke County West Virginia,Metropolitan Counties,"23,350",6,0.257,0,1,,0,5,89,40,44,5,1
Texas,texas,Limestone,Limestone County Texas,Nonmetropolitan Counties,"23,320",25,1.072,0,3,,4,18,231,89,127,15,3
Georgia,georgia,Dawson,Dawson County Georgia,Metropolitan Counties,"23,312",29,1.244,2,,7,6,14,489,81,370,38,1
Kansas,kansas,Pottawatomie,Pottawatomie County Kansas,Metropolitan Counties,"23,298",35,1.5023,0,4,,1,30,249,92,140,17,3
Missouri,missouri,Saline,Saline County Missouri,Nonmetropolitan Counties,"23,258",1,0.043,0,0,,1,0,64,29,24,11,2
Ohio,ohio,Meigs,Meigs County Ohio,Nonmetropolitan Counties,"23,257",21,0.903,0,6,,1,14,236,88,136,12,0
Texas,texas,Gray,Gray County Texas,Nonmetropolitan Counties,"23,210",14,0.6032,0,1,,1,12,90,20,59,11,0
Tennessee,tennessee,Macon,Macon County Tennessee,Metropolitan Counties,"23,177",43,1.8553,1,1,,0,41,157,51,85,21,2
Kentucky,kentucky,Johnson,Johnson County Kentucky,Nonmetropolitan Counties,"23,175",10,0.4315,0,0,,1,9,72,23,37,12,0
Michigan,michigan,Antrim,Antrim County Michigan,Nonmetropolitan Counties,"23,154",41,1.7708,0,17,,1,23,151,67,84,0,2
Kansas,kansas,Seward,Seward County Kansas,Nonmetropolitan Counties,"23,152",9,0.3887,0,0,,1,8,29,12,14,3,0
Oregon,oregon,Hood River,Hood River County Oregon,Nonmetropolitan Counties,"23,137",17,0.7348,0,1,,2,14,137,44,84,9,1
Kentucky,kentucky,Letcher,Letcher County Kentucky,Nonmetropolitan Counties,"23,123",4,0.173,0,1,,0,3,40,15,22,3,0
Minnesota,minnesota,Meeker,Meeker County Minnesota,Nonmetropolitan Counties,"23,102",16,0.6926,0,6,,0,10,120,34,77,9,0
Michigan,michigan,Osceola,Osceola County Michigan,Nonmetropolitan Counties,"23,058",31,1.3444,0,5,,0,26,206,53,150,3,0
Indiana,indiana,Starke,Starke County Indiana,Nonmetropolitan Counties,"22,958",8,0.3485,1,1,,1,5,119,19,94,6,0
Virginia,virginia,Prince Edward,Prince Edward County Virginia,Nonmetropolitan Counties,"22,952",22,0.9585,0,8,,1,13,150,60,86,4,0
North Carolina,north carolina,Caswell,Caswell County North Carolina,Nonmetropolitan Counties,"22,941",60,2.6154,4,,6,6,44,427,157,241,29,0
Idaho,idaho,Payette,Payette County Idaho,Nonmetropolitan Counties,"22,896",18,0.7862,0,2,,1,15,101,40,54,7,0
Georgia,georgia,Crisp,Crisp County Georgia,Nonmetropolitan Counties,"22,881",8,0.3496,1,,3,1,3,380,76,296,8,0
Indiana,indiana,Franklin,Franklin County Indiana,Nonmetropolitan Counties,"22,872",3,0.1312,0,,0,0,3,153,67,79,7,
Tennessee,tennessee,Grainger,Grainger County Tennessee,Metropolitan Counties,"22,846",34,1.4882,0,3,,3,28,265,110,136,19,1
Louisiana,louisiana,Assumption,Assumption Parish Louisiana,Nonmetropolitan Counties,"22,842",69,3.0208,2,2,,1,64,295,100,174,21,0
Idaho,idaho,Jerome,Jerome County Idaho,Nonmetropolitan Counties,"22,814",19,0.8328,0,2,,0,17,112,49,45,18,0
Missouri,missouri,Ray,Ray County Missouri,Metropolitan Counties,"22,810",30,1.3152,0,2,,1,27,129,25,89,15,0
Missouri,missouri,Nodaway,Nodaway County Missouri,Nonmetropolitan Counties,"22,810",6,0.263,0,3,,0,3,72,27,38,7,0
Texas,texas,Houston,Houston County Texas,Nonmetropolitan Counties,"22,785",11,0.4828,1,2,,4,4,141,46,78,17,0
Virginia,virginia,Buchanan,Buchanan County Virginia,Nonmetropolitan Counties,"22,776",32,1.405,1,14,,1,16,306,79,208,19,2
South Carolina,south carolina,Fairfield,Fairfield County South Carolina,Metropolitan Counties,"22,747",151,6.6382,2,10,,9,130,559,179,332,48,7
Georgia,georgia,Burke,Burke County Georgia,Metropolitan Counties,"22,745",81,3.5612,1,,0,0,80,474,124,329,21,0
Georgia,georgia,Emanuel,Emanuel County Georgia,Nonmetropolitan Counties,"22,708",18,0.7927,0,,0,6,12,262,96,142,24,
South Dakota,south dakota,Yankton,Yankton County South Dakota,Nonmetropolitan Counties,"22,702",10,0.4405,0,0,,0,10,46,13,30,3,0
Alabama,alabama,Randolph,Randolph County Alabama,Nonmetropolitan Counties,"22,696",13,0.5728,0,0,,0,13,145,67,78,0,
Oregon,oregon,Jefferson,Jefferson County Oregon,Nonmetropolitan Counties,"22,666",14,0.6177,0,3,,2,9,173,47,108,18,2
Missouri,missouri,McDonald,McDonald County Missouri,Metropolitan Counties,"22,643",90,3.9747,4,13,,0,73,423,115,277,31,0
Arkansas,arkansas,Clark,Clark County Arkansas,Nonmetropolitan Counties,"22,633",19,0.8395,0,1,,1,17,93,28,60,5,1
Alabama,alabama,Bibb,Bibb County Alabama,Metropolitan Counties,"22,583",7,0.31,0,2,,1,4,41,20,18,3,
Georgia,georgia,Mitchell,Mitchell County Georgia,Nonmetropolitan Counties,"22,574",58,2.5693,0,,8,6,44,237,59,173,5,
Florida,florida,Taylor,Taylor County Florida,Nonmetropolitan Counties,"22,493",169,7.5134,2,5,,3,159,225,81,130,14,2
Louisiana,louisiana,Union,Union Parish Louisiana,Metropolitan Counties,"22,477",23,1.0233,1,1,,0,21,26,6,20,0,0
Illinois,illinois,Jersey,Jersey County Illinois,Metropolitan Counties,"22,372",7,0.3129,0,5,,0,2,127,45,81,1,0
Virginia,virginia,Rockbridge,Rockbridge County Virginia,Nonmetropolitan Counties,"22,354",25,1.1184,1,5,,1,18,285,66,214,5,1
Georgia,georgia,Franklin,Franklin County Georgia,Nonmetropolitan Counties,"22,311",13,0.5827,1,,3,0,9,230,88,127,15,
Georgia,georgia,Union,Union County Georgia,Nonmetropolitan Counties,"22,267",22,0.988,4,,3,2,13,266,76,177,13,0
Texas,texas,Moore,Moore County Texas,Nonmetropolitan Counties,"22,255",3,0.1348,1,0,,0,2,43,17,20,6,0
Virginia,virginia,Goochland,Goochland County Virginia,Metropolitan Counties,"22,253",19,0.8538,1,2,,5,11,168,31,131,6,1
Louisiana,louisiana,Pointe Coupee,Pointe Coupee Parish Louisiana,Metropolitan Counties,"22,251",122,5.4829,2,3,,16,101,267,102,137,28,0
Iowa,iowa,Washington,Washington County Iowa,Metropolitan Counties,"22,247",39,1.753,0,8,,0,31,97,30,61,6,0
Ohio,ohio,Wyandot,Wyandot County Ohio,Nonmetropolitan Counties,"22,243",5,0.2248,0,0,,0,5,9,4,5,0,0
West Virginia,west virginia,Wyoming,Wyoming County West Virginia,Nonmetropolitan Counties,"22,151",73,3.2956,0,2,,0,71,127,52,70,5,2
Tennessee,tennessee,Overton,Overton County Tennessee,Nonmetropolitan Counties,"22,129",22,0.9942,0,0,,1,21,124,29,80,15,1
Virginia,virginia,Scott,Scott County Virginia,Metropolitan Counties,"22,126",16,0.7231,0,3,,1,12,208,46,144,18,2
Washington,washington,Asotin,Asotin County Washington,Metropolitan Counties,"22,105",21,0.95,0,5,,3,13,140,28,99,13,0
Illinois,illinois,Jo Daviess,Jo Daviess County Illinois,Nonmetropolitan Counties,"22,086",3,0.1358,0,1,,0,2,103,25,74,4,0
Arkansas,arkansas,Hempstead,Hempstead County Arkansas,Nonmetropolitan Counties,"22,084",43,1.9471,0,2,,3,38,187,41,130,16,4
Illinois,illinois,Fayette,Fayette County Illinois,Nonmetropolitan Counties,"22,043",3,0.1361,0,3,,0,0,92,13,76,3,0
Colorado,colorado,Logan,Logan County Colorado,Nonmetropolitan Counties,"22,036",13,0.5899,1,2,,0,10,91,38,41,12,1
Oklahoma,oklahoma,Adair,Adair County Oklahoma,Nonmetropolitan Counties,"22,004",84,3.8175,1,4,,2,77,201,71,114,16,4
Michigan,michigan,Leelanau,Leelanau County Michigan,Nonmetropolitan Counties,"21,981",10,0.4549,0,3,,0,7,77,14,61,2,0
Kentucky,kentucky,Anderson,Anderson County Kentucky,Nonmetropolitan Counties,"21,979",1,0.0455,0,0,,0,1,37,21,14,2,0
Tennessee,tennessee,Scott,Scott County Tennessee,Nonmetropolitan Counties,"21,950",49,2.2323,2,4,,4,39,197,78,106,13,0
Texas,texas,Willacy,Willacy County Texas,Nonmetropolitan Counties,"21,903",56,2.5567,0,18,,1,37,202,64,135,3,1
Nebraska,nebraska,Gage,Gage County Nebraska,Nonmetropolitan Counties,"21,900",30,1.3699,0,10,,0,20,74,17,47,10,0
Texas,texas,Calhoun,Calhoun County Texas,Nonmetropolitan Counties,"21,895",24,1.0961,5,0,,0,19,107,45,59,3,0
Illinois,illinois,Shelby,Shelby County Illinois,Nonmetropolitan Counties,"21,775",7,0.3215,0,0,,0,7,68,13,50,5,0
Minnesota,minnesota,Nobles,Nobles County Minnesota,Nonmetropolitan Counties,"21,770",8,0.3675,1,4,,1,2,28,13,12,3,0
Missouri,missouri,Henry,Henry County Missouri,Nonmetropolitan Counties,"21,737",31,1.4261,0,4,,1,26,238,88,120,30,6
Texas,texas,Hutchinson,Hutchinson County Texas,Nonmetropolitan Counties,"21,734",19,0.8742,0,5,,0,14,124,43,61,20,1
South Carolina,south carolina,Barnwell,Barnwell County South Carolina,Nonmetropolitan Counties,"21,725",130,5.9839,1,5,,5,119,317,91,199,27,2
Arkansas,arkansas,Logan,Logan County Arkansas,Nonmetropolitan Counties,"21,714",37,1.704,1,6,,4,26,242,84,139,19,4
Arkansas,arkansas,Yell,Yell County Arkansas,Nonmetropolitan Counties,"21,713",50,2.3028,0,11,,1,38,173,51,116,6,2
Alabama,alabama,Monroe,Monroe County Alabama,Nonmetropolitan Counties,"21,673",27,1.2458,0,0,,1,26,88,30,47,11,
Oregon,oregon,Crook7,Crook County Oregon,Nonmetropolitan Counties,"21,630",23,1.0633,2,4,,1,16,153,39,110,4,3
Idaho,idaho,Blaine,Blaine County Idaho,Nonmetropolitan Counties,"21,592",3,0.1389,0,0,,0,3,33,12,17,4,1
Louisiana,louisiana,St. James,St. James Parish Louisiana,Metropolitan Counties,"21,567",102,4.7294,0,8,,5,89,345,75,257,13,1
Oklahoma,oklahoma,Woodward,Woodward County Oklahoma,Nonmetropolitan Counties,"21,559",9,0.4175,0,2,,0,7,87,30,49,8,2
Illinois,illinois,Perry,Perry County Illinois,Nonmetropolitan Counties,"21,543",12,0.557,0,0,,0,12,41,10,29,2,0
Georgia,georgia,McDuffie,McDuffie County Georgia,Metropolitan Counties,"21,540",35,1.6249,3,,3,2,27,215,72,123,20,
Tennessee,tennessee,Morgan,Morgan County Tennessee,Metropolitan Counties,"21,498",26,1.2094,1,1,,2,22,325,74,205,46,0
Oklahoma,oklahoma,Texas,Texas County Oklahoma,Nonmetropolitan Counties,"21,489",4,0.1861,1,0,,0,3,43,17,25,1,0
California,california,Colusa4,Colusa County California,Nonmetropolitan Counties,"21,482",33,1.5362,0,2,,0,31,166,49,116,1,0
Kentucky,kentucky,Mercer,Mercer County Kentucky,Nonmetropolitan Counties,"21,407",4,0.1869,0,1,,0,3,38,20,14,4,1
Wisconsin,wisconsin,Vilas,Vilas County Wisconsin,Nonmetropolitan Counties,"21,387",7,0.3273,0,1,,0,6,143,38,95,10,0
Georgia,georgia,Putnam,Putnam County Georgia,Nonmetropolitan Counties,"21,353",48,2.2479,2,,1,1,44,336,113,213,10,
Texas,texas,Tyler,Tyler County Texas,Nonmetropolitan Counties,"21,347",67,3.1386,0,20,,0,47,228,112,93,23,2
Texas,texas,Bandera,Bandera County Texas,Metropolitan Counties,"21,269",21,0.9874,0,8,,0,13,312,102,194,16,2
Minnesota,minnesota,Wabasha,Wabasha County Minnesota,Metropolitan Counties,"21,239",2,0.0942,0,0,,0,2,37,7,27,3,0
Georgia,georgia,Meriwether,Meriwether County Georgia,Metropolitan Counties,"21,190",62,2.9259,2,,7,6,47,326,98,217,11,
North Carolina,north carolina,Madison,Madison County North Carolina,Metropolitan Counties,"21,139",6,0.2838,1,,1,0,4,146,71,69,6,6
Indiana,indiana,Jay,Jay County Indiana,Nonmetropolitan Counties,"21,121",13,0.6155,1,,2,0,10,68,6,60,2,
North Dakota,north dakota,Stutsman,Stutsman County North Dakota,Nonmetropolitan Counties,"21,103",3,0.1422,0,2,,0,1,87,49,33,5,1
Iowa,iowa,Buchanan,Buchanan County Iowa,Nonmetropolitan Counties,"21,062",8,0.3798,0,0,,2,6,111,31,72,8,0
Washington,washington,Klickitat,Klickitat County Washington,Nonmetropolitan Counties,"21,026",11,0.5232,0,2,,0,9,115,74,25,16,1
Arkansas,arkansas,Conway,Conway County Arkansas,Nonmetropolitan Counties,"21,019",28,1.3321,2,4,,2,20,295,45,216,34,5
Nebraska,nebraska,Saunders7,Saunders County Nebraska,Metropolitan Counties,"21,016",11,0.5234,0,6,,0,5,97,25,54,18,1
Kentucky,kentucky,Clay,Clay County Kentucky,Nonmetropolitan Counties,"21,013",9,0.4283,2,0,,1,6,62,16,39,7,0
Utah,utah,Sevier,Sevier County Utah,Nonmetropolitan Counties,"20,984",19,0.9055,1,,6,0,12,148,24,119,5,2
Michigan,michigan,Ogemaw,Ogemaw County Michigan,Nonmetropolitan Counties,"20,937",23,1.0985,0,3,,0,20,130,46,80,4,1
Indiana,indiana,Sullivan,Sullivan County Indiana,Metropolitan Counties,"20,928",36,1.7202,0,,2,3,31,195,37,149,9,
Georgia,georgia,Dodge,Dodge County Georgia,Nonmetropolitan Counties,"20,882",28,1.3409,1,,3,2,22,284,85,185,14,0
Texas,texas,Colorado,Colorado County Texas,Nonmetropolitan Counties,"20,870",30,1.4375,0,4,,1,25,160,38,101,21,0
Alabama,alabama,Pickens,Pickens County Alabama,Metropolitan Counties,"20,864",11,0.5272,0,5,,0,6,33,16,17,0,
Utah,utah,Duchesne,Duchesne County Utah,Nonmetropolitan Counties,"20,862",39,1.8694,0,10,,0,29,329,83,201,45,2
Washington,washington,Pacific,Pacific County Washington,Nonmetropolitan Counties,"20,848",19,0.9114,0,3,,0,16,202,97,99,6,1
Arkansas,arkansas,Ashley,Ashley County Arkansas,Nonmetropolitan Counties,"20,838",11,0.5279,0,3,,0,8,238,103,126,9,5
Minnesota,minnesota,Fillmore,Fillmore County Minnesota,Metropolitan Counties,"20,834",15,0.72,0,0,,0,15,63,18,44,1,2
Missouri,missouri,Vernon,Vernon County Missouri,Nonmetropolitan Counties,"20,826",81,3.8894,0,4,,2,75,331,101,191,39,1
Wyoming,wyoming,Uinta,Uinta County Wyoming,Nonmetropolitan Counties,"20,822",3,0.1441,0,2,,0,1,88,2,78,8,0
Georgia,georgia,Washington,Washington County Georgia,Nonmetropolitan Counties,"20,816",14,0.6726,1,,1,3,9,109,42,57,10,
Kansas,kansas,Labette,Labette County Kansas,Nonmetropolitan Counties,"20,803",15,0.721,0,1,,0,14,48,24,22,2,3
Texas,texas,DeWitt,DeWitt County Texas,Nonmetropolitan Counties,"20,797",16,0.7693,0,3,,0,13,233,139,89,5,1
Nebraska,nebraska,Dakota,Dakota County Nebraska,Metropolitan Counties,"20,781",15,0.7218,0,,2,0,13,60,12,40,8,0
Iowa,iowa,Winneshiek,Winneshiek County Iowa,Nonmetropolitan Counties,"20,709",5,0.2414,0,3,,0,2,28,6,16,6,0
Georgia,georgia,Worth,Worth County Georgia,Metropolitan Counties,"20,699",25,1.2078,1,,0,0,24,240,69,157,14,0
Minnesota,minnesota,Hubbard,Hubbard County Minnesota,Nonmetropolitan Counties,"20,655",4,0.1937,0,2,,0,2,192,74,107,11,0
Kentucky,kentucky,Allen,Allen County Kentucky,Metropolitan Counties,"20,640",9,0.436,0,5,,0,4,163,64,84,15,2
Missouri,missouri,Clinton,Clinton County Missouri,Metropolitan Counties,"20,609",51,2.4746,0,0,,0,51,102,25,63,14,0
Texas,texas,Lampasas,Lampasas County Texas,Metropolitan Counties,"20,588",2,0.0971,0,0,,0,2,121,23,90,8,0
Texas,texas,Gonzales,Gonzales County Texas,Nonmetropolitan Counties,"20,573",14,0.6805,1,1,,0,12,113,32,74,7,0
Wisconsin,wisconsin,Jackson,Jackson County Wisconsin,Nonmetropolitan Counties,"20,554",16,0.7784,2,,4,1,9,250,99,124,27,2
Kansas,kansas,Cherokee,Cherokee County Kansas,Nonmetropolitan Counties,"20,533",19,0.9253,2,1,,1,15,202,61,112,29,9
